,playerId,name,team,position,games_played,icetime,xGoals,goals,unblocked_shot_attempts,xRebounds,rebounds,xFreeze,freeze,xOnGoal,ongoal,xPlayStopped,playStopped,xPlayContinuedInZone,playContinuedInZone,xPlayContinuedOutsideZone,playContinuedOutsideZone,flurryAdjustedxGoals,lowDangerShots,mediumDangerShots,highDangerShots,lowDangerxGoals,mediumDangerxGoals,highDangerxGoals,lowDangerGoals,mediumDangerGoals,highDangerGoals,blocked_shot_attempts,penalityMinutes,penalties
446,8470860,Jaroslav Halak,BOS,G,19,65401.0,37.77,46.0,880.0,33.01,22.0,109.46,110.0,483.9,482.0,18.06,27.0,272.42,184.0,201.62,290.0,37.03,515.0,129.0,26.0,13.95,15.48,8.33,18.0,19.0,9.0,210.0,0.0,0.0
451,8477234,Troy Grosenick,L.A,G,2,7200.0,7.37,6.0,144.0,5.17,8.0,17.28,20.0,73.33,77.0,1.76,3.0,41.35,27.0,29.36,41.0,7.0,74.0,21.0,8.0,2.4,2.51,2.46,1.0,1.0,4.0,41.0,0.0,0.0
456,8480051,Cayden Primeau,MTL,G,4,12114.0,10.57,14.0,153.0,6.74,9.0,20.8,19.0,94.94,93.0,3.5,1.0,51.74,29.0,37.27,55.0,10.35,90.0,25.0,15.0,2.66,3.02,4.88,4.0,4.0,6.0,23.0,0.0,0.0
461,8471695,Tuukka Rask,BOS,G,24,83787.0,56.64,53.0,1124.0,42.84,38.0,141.78,151.0,622.13,611.0,25.11,38.0,350.15,252.0,255.14,343.0,55.01,627.0,191.0,49.0,17.3,23.59,15.74,19.0,20.0,14.0,257.0,0.0,0.0
466,8478048,Igor Shesterkin,NYR,G,35,113941.0,85.99,83.0,1804.0,67.81,65.0,222.32,213.0,969.87,988.0,29.37,39.0,553.16,450.0,399.99,523.0,83.38,1030.0,249.0,82.0,28.81,29.87,27.31,30.0,28.0,25.0,443.0,0.0,0.0
471,8477992,Jonas Johansson,COL,G,15,49010.0,30.25,39.0,666.0,25.72,29.0,85.31,76.0,369.56,380.0,13.48,7.0,212.46,140.0,151.98,222.0,29.24,388.0,108.0,22.0,10.65,13.08,6.52,16.0,14.0,9.0,148.0,0.0,0.0
476,8481519,Spencer Knight,FLA,G,4,12414.0,6.9,8.0,155.0,5.73,7.0,19.7,15.0,85.72,100.0,4.05,3.0,48.27,42.0,36.57,45.0,6.78,100.0,12.0,8.0,2.69,1.27,2.94,3.0,1.0,4.0,35.0,0.0,0.0
481,8480162,Matiss Kivlenieks,CBJ,G,2,7401.0,6.0,7.0,113.0,4.24,3.0,14.1,11.0,63.87,71.0,1.97,2.0,34.75,33.0,25.99,32.0,5.93,66.0,16.0,5.0,1.81,1.87,2.31,2.0,2.0,3.0,26.0,0.0,0.0
486,8475717,Calvin Pickard,DET,G,6,18203.0,11.04,16.0,237.0,8.81,6.0,27.79,32.0,127.42,125.0,4.2,5.0,70.91,44.0,54.46,74.0,10.92,136.0,35.0,6.0,4.58,4.34,2.11,5.0,9.0,2.0,60.0,0.0,0.0
1,8475156,Mikko Koskinen,EDM,G,45,157718.0,129.16,136.0,2441.0,97.08,99.0,312.31,330.0,1383.01,1397.0,45.18,51.0,777.64,604.0,551.46,685.0,124.58,1403.0,405.0,105.0,45.27,48.39,35.5,49.0,53.0,34.0,528.0,4.0,2.0
6,8478499,Adin Hill,SJS,G,25,82573.0,56.91,61.0,1257.0,43.93,36.0,149.26,164.0,650.38,648.0,23.0,21.0,361.94,264.0,270.06,356.0,55.22,680.0,175.0,48.0,19.8,20.83,16.29,22.0,21.0,18.0,354.0,0.0,0.0
11,8478009,Ilya Sorokin,NYI,G,52,184337.0,135.77,123.0,3082.0,111.16,119.0,375.2,287.0,1606.66,1643.0,48.46,71.0,920.09,754.0,657.97,897.0,131.36,1746.0,388.0,122.0,52.35,46.82,36.6,59.0,38.0,26.0,826.0,0.0,0.0
16,8476434,John Gibson,ANA,G,56,194135.0,157.74,172.0,3219.0,123.88,146.0,404.19,433.0,1771.22,1789.0,49.42,49.0,1007.48,776.0,737.65,905.0,149.96,1868.0,501.0,121.0,55.84,60.81,41.07,73.0,74.0,25.0,729.0,12.0,6.0
21,8476341,Anton Forsberg,OTT,G,46,154287.0,129.46,121.0,2593.0,102.05,102.0,318.15,352.0,1415.67,1457.0,41.37,48.0,795.24,647.0,564.55,686.0,124.22,1404.0,434.0,117.0,42.33,52.33,34.79,40.0,50.0,31.0,638.0,2.0,1.0
26,8479394,Carter Hart,PHI,G,45,156184.0,130.44,137.0,2596.0,100.26,113.0,315.95,378.0,1413.54,1441.0,42.19,51.0,774.92,575.0,568.42,681.0,126.51,1378.0,439.0,118.0,40.32,52.89,37.23,47.0,49.0,41.0,661.0,0.0,0.0
31,8476509,Maxime Lagace,TBL,G,2,5888.0,6.05,10.0,84.0,4.02,6.0,10.88,19.0,51.93,58.0,1.94,3.0,26.83,9.0,18.63,22.0,5.83,40.0,23.0,5.0,1.3,3.15,1.6,1.0,7.0,2.0,16.0,0.0,0.0
36,8478433,Felix Sandstrom,PHI,G,5,17835.0,21.24,16.0,318.0,13.0,14.0,41.03,33.0,182.43,177.0,5.06,3.0,97.3,77.0,68.57,100.0,19.37,157.0,68.0,22.0,5.47,8.29,7.47,3.0,7.0,6.0,71.0,0.0,0.0
41,8475809,Scott Wedgewood,DAL,G,37,126290.0,111.6,110.0,2136.0,83.75,108.0,275.42,327.0,1192.3,1218.0,29.62,25.0,663.52,496.0,476.61,569.0,107.03,1224.0,304.0,122.0,35.27,37.73,38.6,33.0,34.0,43.0,486.0,0.0,0.0
46,8477180,Aaron Dell,BUF,G,12,33923.0,33.64,38.0,594.0,23.71,29.0,72.18,76.0,335.68,355.0,7.65,9.0,188.08,147.0,135.75,163.0,32.06,329.0,102.0,33.0,10.33,12.2,11.11,11.0,14.0,13.0,130.0,2.0,1.0
51,8480591,Thomas Hodges,ANA,G,1,1156.0,0.34,1.0,8.0,0.17,0.0,0.71,0.0,2.76,3.0,0.3,0.0,1.61,1.0,1.05,2.0,0.34,2.0,2.0,0.0,0.11,0.22,0.0,0.0,1.0,0.0,4.0,0.0,0.0
56,8480280,Jeremy Swayman,BOS,G,41,143414.0,100.15,96.0,2064.0,75.62,65.0,254.92,279.0,1110.16,1111.0,43.95,44.0,626.62,487.0,458.0,580.0,95.86,1166.0,285.0,101.0,31.58,33.76,34.8,30.0,32.0,34.0,512.0,6.0,3.0
61,8480022,Michael Dipietro,VAN,G,1,3441.0,2.48,3.0,31.0,1.28,2.0,3.8,1.0,16.96,17.0,1.26,0.0,8.65,5.0,6.23,11.0,2.4,13.0,7.0,3.0,0.36,0.93,1.19,1.0,1.0,1.0,8.0,0.0,0.0
66,8480925,Pavel Francouz,COL,G,21,72009.0,52.94,51.0,1060.0,40.68,45.0,132.55,158.0,575.83,608.0,22.6,20.0,325.91,222.0,231.63,311.0,50.98,582.0,168.0,53.0,15.88,20.61,16.45,17.0,17.0,17.0,257.0,0.0,0.0
71,8479193,Casey DeSmith,PIT,G,26,85089.0,65.38,66.0,1328.0,51.53,67.0,172.45,184.0,741.96,769.0,26.7,27.0,408.69,301.0,303.09,380.0,63.01,781.0,179.0,66.0,22.28,21.58,21.53,24.0,19.0,23.0,302.0,0.0,0.0
76,8481597,Hugo Alnefelt,TBL,G,1,1200.0,0.84,3.0,13.0,0.5,0.0,1.57,3.0,7.72,10.0,0.4,0.0,3.51,2.0,3.31,2.0,0.84,6.0,3.0,1.0,0.17,0.46,0.21,1.0,2.0,0.0,3.0,0.0,0.0
81,8474596,Jake Allen,MTL,G,35,116860.0,104.85,107.0,2005.0,78.56,93.0,254.85,251.0,1096.02,1123.0,28.55,17.0,605.15,516.0,423.45,494.0,100.83,1081.0,309.0,112.0,32.13,38.47,34.26,34.0,40.0,33.0,503.0,2.0,1.0
86,8482076,Nico Daws,NJD,G,25,76292.0,58.36,66.0,1119.0,41.52,40.0,146.5,163.0,634.73,617.0,22.05,19.0,353.81,223.0,261.65,366.0,56.63,660.0,178.0,45.0,19.87,21.38,17.11,29.0,16.0,21.0,236.0,0.0,0.0
91,8474667,Harri Sateri,ARI,G,6,17902.0,18.59,21.0,301.0,12.79,14.0,38.72,26.0,178.49,157.0,4.51,1.0,100.22,89.0,69.91,88.0,17.42,177.0,46.0,23.0,5.75,5.33,7.51,10.0,4.0,7.0,55.0,0.0,0.0
96,8477967,Thatcher Demko,VAN,G,64,222039.0,178.5,168.0,3543.0,132.66,142.0,430.75,486.0,1896.48,1967.0,61.93,64.0,1076.17,857.0,781.08,937.0,172.0,1954.0,547.0,161.0,58.13,65.56,54.81,57.0,61.0,50.0,881.0,2.0,1.0
101,8474682,Dustin Tokarski,BUF,G,29,100286.0,80.26,91.0,1463.0,60.26,72.0,192.98,192.0,855.26,900.0,25.5,27.0,475.93,348.0,348.79,443.0,76.38,859.0,242.0,85.0,25.68,29.08,25.51,32.0,33.0,26.0,277.0,0.0,0.0
106,8482821,Arvid Soderblom,CHI,G,3,9349.0,7.25,13.0,173.0,6.51,7.0,21.8,15.0,91.85,95.0,2.33,6.0,51.46,36.0,37.87,53.0,7.11,105.0,19.0,4.0,3.02,2.27,1.96,8.0,1.0,4.0,45.0,0.0,0.0
111,8476904,Chris Driedger,SEA,G,27,88704.0,71.44,73.0,1306.0,50.96,63.0,165.69,179.0,726.19,722.0,22.08,21.0,404.93,300.0,291.79,372.0,68.72,733.0,209.0,67.0,22.18,25.98,23.29,20.0,25.0,28.0,297.0,4.0,2.0
116,8471695,Tuukka Rask,BOS,G,4,11781.0,9.56,14.0,164.0,6.53,3.0,19.4,12.0,92.95,90.0,3.23,4.0,48.49,41.0,37.28,50.0,9.42,86.0,26.0,12.0,1.8,3.4,4.36,3.0,5.0,6.0,40.0,2.0,1.0
121,8478007,Elvis Merzlikins,CBJ,G,59,199207.0,182.03,178.0,3296.0,130.73,125.0,413.84,447.0,1875.61,1922.0,54.15,62.0,1041.19,780.0,755.92,993.0,174.36,1874.0,550.0,160.0,57.35,67.7,56.99,60.0,73.0,45.0,712.0,8.0,4.0
126,8474636,Michael Hutchinson,TOR,G,2,4723.0,4.09,6.0,65.0,3.02,4.0,8.55,11.0,39.59,42.0,1.3,2.0,20.56,13.0,14.61,17.0,3.9,32.0,15.0,5.0,0.84,1.89,1.36,3.0,2.0,1.0,13.0,0.0,0.0
131,8481544,Mads Sogaard,OTT,G,2,7038.0,6.13,6.0,89.0,4.01,4.0,11.15,10.0,51.78,54.0,2.0,1.0,29.26,26.0,19.74,24.0,5.9,50.0,13.0,9.0,1.33,1.78,3.01,1.0,1.0,4.0,17.0,0.0,0.0
136,8471239,Cory Schneider,NYI,G,1,3600.0,3.75,3.0,63.0,2.41,3.0,8.41,10.0,36.91,30.0,1.11,3.0,21.41,13.0,13.71,20.0,3.47,34.0,13.0,4.0,1.19,1.54,1.02,0.0,1.0,2.0,12.0,0.0,0.0
141,8479581,Jack LaFontaine,CAR,G,2,4497.0,3.4,9.0,66.0,2.57,3.0,8.89,8.0,37.42,41.0,1.33,0.0,20.54,8.0,15.31,23.0,3.29,36.0,15.0,1.0,1.15,1.91,0.34,2.0,6.0,1.0,14.0,0.0,0.0
146,8480193,Daniil Tarasov,CBJ,G,4,10491.0,9.62,7.0,197.0,7.34,15.0,24.46,18.0,105.1,111.0,2.19,2.0,56.54,58.0,42.55,45.0,9.14,103.0,34.0,7.0,3.14,4.55,1.92,1.0,4.0,2.0,53.0,0.0,0.0
151,8476234,Keith Kinkaid,NYR,G,1,3600.0,2.24,2.0,51.0,2.08,3.0,7.03,6.0,29.68,31.0,0.91,1.0,17.43,12.0,12.27,19.0,2.15,33.0,8.0,1.0,0.94,1.09,0.21,1.0,1.0,0.0,9.0,0.0,0.0
156,8481033,Akira Schmid,NJD,G,6,14159.0,9.72,19.0,205.0,7.21,9.0,25.58,33.0,107.91,114.0,4.01,5.0,60.32,45.0,44.48,42.0,9.48,112.0,31.0,8.0,3.53,4.01,2.18,6.0,13.0,0.0,54.0,0.0,0.0
161,8467950,Craig Anderson,BUF,G,31,112035.0,88.31,97.0,1634.0,66.14,74.0,208.66,166.0,931.42,945.0,29.14,34.0,524.86,410.0,379.81,513.0,85.07,957.0,263.0,79.0,29.1,32.87,26.33,36.0,34.0,27.0,335.0,0.0,0.0
166,8475311,Darcy Kuemper,COL,G,57,195525.0,158.97,138.0,3079.0,121.21,148.0,390.92,437.0,1700.59,1755.0,56.24,69.0,955.93,707.0,676.91,876.0,148.04,1737.0,464.0,160.0,48.07,56.61,54.3,48.0,44.0,46.0,718.0,2.0,1.0
171,8475789,Jack Campbell,TOR,G,49,167724.0,120.66,123.0,2472.0,95.69,94.0,315.44,406.0,1381.95,1431.0,51.64,55.0,769.01,555.0,570.03,692.0,115.72,1421.0,393.0,102.0,42.07,46.65,31.95,37.0,53.0,33.0,556.0,0.0,0.0
176,8476316,Laurent Brossoit,VGK,G,24,76886.0,60.68,62.0,1179.0,42.89,46.0,135.73,103.0,608.84,588.0,22.38,29.0,336.41,261.0,245.63,346.0,58.91,583.0,203.0,55.0,17.14,25.56,17.98,22.0,25.0,15.0,338.0,0.0,0.0
181,8478971,Connor Ingram,NSH,G,3,10665.0,8.53,11.0,166.0,6.21,8.0,20.96,20.0,88.72,91.0,3.31,5.0,47.63,40.0,34.77,38.0,7.88,86.0,27.0,8.0,2.75,3.52,2.25,5.0,4.0,2.0,45.0,0.0,0.0
186,8475660,Cam Talbot,MIN,G,49,171863.0,126.16,132.0,2654.0,98.51,83.0,326.22,327.0,1431.13,1488.0,47.37,38.0,808.16,629.0,590.01,780.0,118.55,1512.0,367.0,116.0,42.06,43.99,40.11,41.0,50.0,41.0,659.0,2.0,1.0
191,8478435,Dan Vladar,CGY,G,23,74588.0,53.19,57.0,1144.0,41.94,39.0,147.0,162.0,623.93,609.0,23.18,33.0,351.27,257.0,256.53,339.0,51.61,639.0,195.0,37.0,19.41,23.21,10.57,19.0,27.0,11.0,273.0,0.0,0.0
196,8469608,Mike Smith,EDM,G,28,94798.0,81.39,74.0,1496.0,58.72,60.0,187.56,174.0,835.82,874.0,27.34,34.0,466.43,366.0,330.52,450.0,77.91,810.0,269.0,73.0,25.32,31.66,24.41,23.0,31.0,20.0,344.0,6.0,3.0
201,8477831,Pheonix Copley,WSH,G,2,5795.0,3.49,5.0,88.0,2.87,5.0,11.53,12.0,48.62,41.0,1.6,1.0,26.72,23.0,21.92,21.0,3.43,59.0,5.0,4.0,1.43,0.5,1.55,1.0,1.0,3.0,20.0,0.0,0.0
206,8477457,Zach Fucale,WSH,G,4,10295.0,7.39,5.0,142.0,5.35,7.0,16.72,16.0,72.4,66.0,2.48,2.0,40.83,30.0,29.24,43.0,7.11,72.0,22.0,8.0,2.34,2.64,2.42,3.0,0.0,2.0,40.0,0.0,0.0
211,8476883,Andrei Vasilevskiy,TBL,G,63,225645.0,184.41,156.0,3378.0,133.34,127.0,407.54,405.0,1862.86,1869.0,60.22,76.0,1035.83,776.0,748.91,1030.0,176.74,1834.0,564.0,172.0,57.21,69.08,58.11,50.0,54.0,52.0,808.0,6.0,3.0
216,8479496,David Rittich,NSH,G,17,49376.0,41.55,49.0,818.0,30.95,32.0,96.84,92.0,433.83,432.0,13.6,15.0,246.09,209.0,173.54,205.0,40.18,441.0,127.0,35.0,14.48,15.47,11.6,17.0,20.0,12.0,215.0,2.0,1.0
221,8470594,Marc-Andre Fleury,MIN,G,56,197092.0,141.39,159.0,3204.0,115.99,126.0,386.92,334.0,1665.83,1732.0,48.44,47.0,957.2,786.0,685.98,886.0,135.95,1862.0,346.0,135.0,55.36,41.37,44.66,73.0,36.0,50.0,861.0,2.0,1.0
226,8478470,Sam Montembeault,MTL,G,38,116569.0,104.71,122.0,1942.0,78.82,77.0,247.09,247.0,1088.29,1125.0,29.35,30.0,608.89,493.0,432.39,530.0,100.49,1057.0,350.0,101.0,32.08,42.37,30.25,39.0,56.0,27.0,434.0,0.0,0.0
231,8475622,Carter Hutton,ARI,G,3,6958.0,5.02,15.0,102.0,3.95,2.0,12.52,9.0,56.53,58.0,1.89,1.0,30.59,28.0,23.21,22.0,4.95,60.0,12.0,5.0,1.99,1.39,1.64,8.0,4.0,3.0,25.0,0.0,0.0
236,8475852,Petr Mrazek,TOR,G,20,62527.0,46.38,58.0,892.0,35.45,41.0,113.1,104.0,495.92,520.0,19.27,18.0,276.66,198.0,198.24,267.0,44.65,500.0,144.0,42.0,15.43,17.9,13.05,19.0,22.0,17.0,206.0,0.0,0.0
241,8477968,Alex Nedeljkovic,DET,G,59,193848.0,171.07,178.0,3092.0,125.29,114.0,382.73,410.0,1737.59,1797.0,47.89,49.0,956.65,753.0,688.89,875.0,164.37,1660.0,561.0,159.0,50.43,68.9,51.75,61.0,64.0,53.0,712.0,2.0,1.0
246,8476945,Connor Hellebuyck,WPG,G,66,234210.0,209.65,193.0,3793.0,151.71,179.0,484.59,419.0,2117.7,2155.0,67.36,58.0,1168.89,988.0,849.08,1092.0,199.89,2083.0,638.0,212.0,60.46,79.31,69.88,51.0,78.0,64.0,860.0,0.0,0.0
251,8480420,Collin Delia,CHI,G,8,20586.0,17.13,22.0,376.0,14.1,14.0,48.35,46.0,208.66,218.0,5.09,8.0,118.69,98.0,85.84,105.0,16.39,222.0,56.0,13.0,6.71,6.89,3.52,9.0,8.0,5.0,85.0,0.0,0.0
256,8476412,Jordan Binnington,STL,G,37,128697.0,103.8,112.0,2007.0,79.33,97.0,262.4,264.0,1133.03,1135.0,33.1,32.0,631.31,480.0,462.71,595.0,99.77,1163.0,329.0,86.0,36.05,39.75,28.0,43.0,41.0,28.0,429.0,4.0,2.0
261,8471306,Thomas Greiss,DET,G,31,90493.0,78.5,92.0,1512.0,61.11,52.0,188.53,173.0,841.36,842.0,21.77,16.0,481.27,379.0,338.6,458.0,74.64,836.0,274.0,65.0,24.94,33.07,20.5,38.0,36.0,18.0,337.0,2.0,1.0
266,8477480,Eric Comrie,WPG,G,19,61489.0,54.33,44.0,969.0,39.41,47.0,122.89,121.0,541.86,550.0,16.09,9.0,302.11,238.0,213.49,288.0,52.39,528.0,167.0,55.0,16.84,19.95,17.54,10.0,19.0,15.0,219.0,0.0,0.0
271,8473503,James Reimer,SJS,G,48,160361.0,129.12,129.0,2818.0,103.91,102.0,335.7,354.0,1456.33,1450.0,41.44,38.0,827.87,694.0,607.77,726.0,124.54,1524.0,416.0,112.0,44.51,51.29,33.33,44.0,56.0,29.0,766.0,0.0,0.0
276,8474593,Jacob Markstrom,CGY,G,63,221750.0,147.84,137.0,3071.0,117.5,121.0,401.79,437.0,1725.44,1754.0,69.65,69.0,954.69,677.0,711.58,947.0,142.65,1830.0,414.0,146.0,51.52,50.84,45.49,49.0,44.0,44.0,681.0,10.0,5.0
281,8480045,Ukko-Pekka Luukkonen,BUF,G,9,30184.0,22.55,23.0,481.0,16.37,23.0,56.31,54.0,243.79,277.0,6.57,17.0,139.5,115.0,102.76,172.0,21.87,323.0,53.0,17.0,10.97,6.34,5.24,11.0,5.0,7.0,88.0,0.0,0.0
286,8476343,Garret Sparks,LAK,G,2,5833.0,3.37,3.0,91.0,3.07,1.0,11.03,14.0,44.9,47.0,1.71,0.0,26.05,18.0,18.05,27.0,3.33,54.0,7.0,2.0,1.69,0.99,0.7,1.0,0.0,2.0,28.0,0.0,0.0
291,8476876,Malcolm Subban,BUF,G,4,12628.0,10.89,17.0,204.0,8.21,11.0,27.59,21.0,120.94,132.0,2.76,3.0,67.64,46.0,50.5,70.0,10.08,128.0,33.0,8.0,4.44,3.91,2.54,6.0,8.0,3.0,35.0,0.0,0.0
296,8475920,Michael Houser,BUF,G,2,7200.0,7.11,4.0,136.0,5.42,9.0,18.23,22.0,75.89,77.0,1.77,3.0,44.2,34.0,29.57,33.0,6.56,85.0,12.0,10.0,2.12,1.39,3.6,1.0,1.0,2.0,29.0,0.0,0.0
301,8475717,Calvin Pickard,DET,G,3,7538.0,5.72,9.0,108.0,4.53,4.0,14.74,14.0,64.39,72.0,2.35,4.0,37.62,33.0,26.32,31.0,5.56,69.0,19.0,3.0,2.03,2.45,1.23,2.0,6.0,1.0,17.0,0.0,0.0
306,8479312,Alex Lyon,CAR,G,2,7369.0,6.13,6.0,111.0,4.83,7.0,15.72,14.0,70.39,65.0,1.92,1.0,37.53,35.0,27.55,28.0,5.94,69.0,20.0,5.0,1.97,2.39,1.77,1.0,2.0,3.0,17.0,0.0,0.0
311,8471774,Alex Stalock,SJS,G,1,2767.0,2.46,6.0,46.0,2.06,2.0,6.71,7.0,28.22,28.0,0.57,0.0,15.8,11.0,12.04,14.0,2.4,29.0,10.0,1.0,0.77,1.39,0.3,2.0,3.0,1.0,6.0,0.0,0.0
316,8471418,Anton Khudobin,DAL,G,9,27748.0,19.57,28.0,429.0,16.19,9.0,48.91,65.0,221.37,232.0,7.18,15.0,130.0,103.0,91.15,102.0,18.67,233.0,67.0,13.0,7.28,8.2,4.08,10.0,11.0,7.0,116.0,0.0,0.0
321,8478048,Igor Shesterkin,NYR,G,53,184232.0,140.1,106.0,2947.0,111.54,128.0,360.08,311.0,1586.7,1622.0,46.62,49.0,898.87,713.0,658.31,911.0,133.92,1668.0,426.0,127.0,47.57,52.6,39.92,39.0,37.0,30.0,726.0,2.0,1.0
326,8481611,Pyotr Kochetkov,CAR,G,3,8916.0,5.04,6.0,102.0,3.75,2.0,12.01,19.0,55.62,61.0,2.72,10.0,31.91,18.0,22.47,32.0,4.85,53.0,21.0,3.0,1.54,2.55,0.95,3.0,3.0,0.0,25.0,0.0,0.0
331,8480947,Kevin Lankinen,CHI,G,32,108935.0,77.38,106.0,1743.0,63.64,65.0,213.98,210.0,929.59,973.0,26.36,28.0,529.58,418.0,385.22,470.0,74.69,1010.0,230.0,60.0,29.8,28.15,19.43,41.0,44.0,21.0,443.0,0.0,0.0
336,8479361,Joseph Woll,TOR,G,4,14359.0,10.97,11.0,218.0,8.99,5.0,28.65,30.0,124.38,123.0,3.88,5.0,72.47,54.0,50.94,71.0,10.63,123.0,48.0,5.0,3.92,5.63,1.42,3.0,7.0,1.0,42.0,2.0,1.0
341,8477970,Vitek Vanecek,WSH,G,42,139043.0,97.64,103.0,2100.0,77.98,80.0,258.39,233.0,1108.67,1118.0,38.71,27.0,626.8,518.0,457.14,590.0,92.77,1168.0,298.0,88.0,31.45,36.53,29.66,34.0,36.0,33.0,546.0,0.0,0.0
346,8480373,Josef Korenar,ARI,G,2,4218.0,5.52,3.0,60.0,2.16,2.0,7.92,8.0,36.98,35.0,1.11,1.0,18.48,20.0,14.79,17.0,5.22,37.0,4.0,9.0,0.97,0.49,4.05,0.0,1.0,2.0,10.0,0.0,0.0
351,8476932,Anthony Stolarz,ANA,G,28,90385.0,66.04,67.0,1447.0,54.6,48.0,182.54,175.0,788.35,809.0,23.94,26.0,452.3,334.0,328.74,464.0,64.58,855.0,204.0,52.0,25.09,23.94,17.01,21.0,27.0,19.0,336.0,2.0,1.0
356,8481031,Ivan Prosvetov,ARI,G,3,11100.0,9.99,13.0,188.0,7.43,8.0,22.41,25.0,101.76,104.0,2.27,3.0,57.99,52.0,40.9,44.0,9.74,97.0,34.0,11.0,3.2,3.69,3.11,5.0,4.0,4.0,46.0,0.0,0.0
361,8480981,Joel Hofer,STL,G,2,7029.0,5.08,6.0,95.0,3.85,5.0,12.8,12.0,54.73,50.0,1.75,1.0,31.68,28.0,22.68,27.0,4.87,59.0,16.0,3.0,1.96,2.29,0.82,3.0,2.0,1.0,17.0,0.0,0.0
366,8473541,Jonathan Bernier,NJD,G,10,30606.0,24.82,26.0,477.0,17.31,17.0,59.14,70.0,259.02,264.0,8.23,11.0,144.61,104.0,107.71,136.0,24.18,263.0,76.0,23.0,7.32,8.92,8.58,7.0,8.0,11.0,115.0,0.0,0.0
371,8478024,Ville Husso,STL,G,40,140474.0,113.54,100.0,2218.0,87.42,93.0,277.42,262.0,1237.81,1236.0,35.44,32.0,701.83,558.0,506.57,686.0,109.8,1276.0,354.0,97.0,41.03,42.5,30.01,41.0,34.0,25.0,491.0,0.0,0.0
376,8474889,Martin Jones,PHI,G,35,119828.0,104.58,114.0,2052.0,78.03,86.0,257.1,263.0,1125.8,1141.0,31.82,25.0,622.39,475.0,460.4,576.0,100.7,1119.0,329.0,111.0,33.48,39.03,32.07,36.0,48.0,30.0,493.0,0.0,0.0
381,8475883,Frederik Andersen,CAR,G,52,184253.0,138.82,111.0,2544.0,100.3,127.0,331.88,290.0,1454.76,1431.0,58.69,59.0,791.0,616.0,581.42,792.0,133.42,1450.0,390.0,151.0,44.18,48.16,46.47,39.0,38.0,34.0,553.0,0.0,0.0
386,8475215,Robin Lehner,VGK,G,44,152799.0,126.07,120.0,2403.0,88.85,119.0,284.26,227.0,1246.96,1289.0,44.8,54.0,679.6,547.0,496.59,657.0,120.58,1218.0,351.0,147.0,34.11,43.54,48.42,38.0,40.0,42.0,687.0,0.0,0.0
391,8474651,Braden Holtby,DAL,G,24,79108.0,61.67,61.0,1281.0,47.22,50.0,157.18,155.0,690.09,700.0,20.41,24.0,393.82,295.0,284.74,379.0,59.49,713.0,196.0,58.0,20.53,23.59,17.55,23.0,21.0,17.0,314.0,2.0,1.0
396,8478933,Michael McNiven,MTL,G,1,1200.0,1.2,3.0,16.0,0.82,1.0,1.85,0.0,9.27,7.0,0.15,0.0,4.86,5.0,3.02,2.0,1.12,6.0,4.0,2.0,0.16,0.49,0.54,1.0,1.0,1.0,4.0,0.0,0.0
401,8477361,Cal Petersen,LAK,G,37,130590.0,96.62,105.0,1887.0,72.92,83.0,228.5,226.0,1017.63,1002.0,39.59,32.0,563.65,406.0,407.08,543.0,92.49,997.0,319.0,86.0,30.89,38.08,27.65,36.0,47.0,22.0,485.0,2.0,1.0
406,8477992,Jonas Johansson,FLA,G,11,29191.0,24.34,39.0,442.0,17.22,19.0,56.84,51.0,244.94,265.0,8.45,4.0,134.6,95.0,99.66,129.0,23.65,246.0,72.0,23.0,7.34,9.31,7.69,16.0,14.0,9.0,101.0,0.0,0.0
411,8479313,Zach Sawchenko,SJS,G,7,16138.0,16.02,15.0,284.0,10.71,14.0,35.07,34.0,155.31,151.0,3.56,4.0,81.23,72.0,64.01,69.0,15.27,145.0,53.0,14.0,4.41,6.35,5.27,3.0,7.0,5.0,72.0,0.0,0.0
416,8480051,Cayden Primeau,MTL,G,12,31153.0,26.55,40.0,524.0,20.87,27.0,67.44,64.0,292.27,302.0,8.38,8.0,163.53,132.0,120.88,139.0,25.61,304.0,78.0,27.0,8.93,9.37,8.25,14.0,15.0,11.0,115.0,0.0,0.0
421,8479406,Filip Gustavsson,OTT,G,18,62853.0,55.6,62.0,1031.0,40.73,48.0,124.69,111.0,574.54,574.0,16.26,10.0,314.62,269.0,232.17,276.0,53.91,554.0,183.0,49.0,17.53,21.82,16.26,14.0,30.0,18.0,245.0,0.0,0.0
426,8481519,Spencer Knight,FLA,G,32,104414.0,84.99,81.0,1530.0,60.36,74.0,187.71,174.0,840.78,876.0,31.76,39.0,470.03,348.0,335.28,460.0,80.93,822.0,262.0,83.0,25.63,32.5,26.86,27.0,36.0,18.0,363.0,0.0,0.0
431,8471734,Jonathan Quick,LAK,G,46,161152.0,133.8,116.0,2335.0,93.94,124.0,282.56,246.0,1303.92,1286.0,50.4,56.0,692.64,521.0,517.31,701.0,127.86,1194.0,424.0,144.0,36.24,51.85,45.71,29.0,53.0,34.0,573.0,6.0,3.0
436,8477293,Antti Raanta,CAR,G,28,90998.0,65.69,62.0,1218.0,50.14,75.0,163.15,144.0,713.24,706.0,28.73,39.0,386.57,291.0,282.22,375.0,63.57,700.0,213.0,59.0,21.56,26.55,17.58,15.0,30.0,17.0,246.0,0.0,0.0
